date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:50	265495/265495	---MCZ	200	added ('OK')	application/json	etag:%2233396-1736869668;gz%22	https://i9digitalmarketing.com/wp-json/	C:/website%20development%203/i9digitalmarketing.com/wp-json/index.html	(from https://i9digitalmarketing.com/)
21:17:51	2128/2128	---M-Z	200	added ('OK')	text/xml	etag:%2233397-1736869668;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed657e	(from https://i9digitalmarketing.com/)
21:17:52	77904/77904	---M--	200	added ('OK')	image/png	etag:%226780181b-130d1%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/whatsapp.png	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/whatsapp.png	(from https://i9digitalmarketing.com/)
21:17:52	76233/76233	---M--	200	added ('OK')	image/png	etag:%226780181b-12a58%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/whatsapp-welcome-popup.png	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/whatsapp-welcome-popup.png	(from https://i9digitalmarketing.com/)
21:17:53	458/458	---M--	200	added ('OK')	image/png	etag:%226780181b-24d%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/header-top.png	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/header-top.png	(from https://i9digitalmarketing.com/)
21:17:53	405/405	---M--	200	added ('OK')	image/png	etag:%226780181b-21b%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/header-bottom.png	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/images/optimized/rev-e45132b/i9digitalmarketing.com/wp-content/plugins/chaty/images/header-bottom.png	(from https://i9digitalmarketing.com/)
21:17:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2014%20Jan%202025%2015:47:52%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/website%20development%203/www.googletagmanager.com/gtm.a5445.delayed	(from https://i9digitalmarketing.com/)
21:17:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:47:52%20GMT	https://i9digitalmarketing.com/t	C:/website%20development%203/i9digitalmarketing.com/t	(from https://i9digitalmarketing.com/)
21:17:55	524927/524927	---MCZ	200	added ('OK')	text/html	etag:%2233399-1736869672;gz%22	https://i9digitalmarketing.com/terms-conditions/	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/index.html	(from https://i9digitalmarketing.com/)
21:17:55	22332/22332	---MCZ	200	added ('OK')	text/css	etag:W/%22677e14cb-5756%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-6b14b5b29f8eec5677fbb8eb91dae3ef-stylesheet.css	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-6b14b5b29f8eec5677fbb8eb91dae3ef-stylesheet.css	(from https://i9digitalmarketing.com/)
21:17:55	39594/39594	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:47:54%20GMT	https://i9digitalmarketing.com/Whyus	C:/website%20development%203/i9digitalmarketing.com/Whyus	(from https://i9digitalmarketing.com/)
21:17:56	435746/435746	---MCZ	200	added ('OK')	text/html	etag:%2233400-1736869673;gz%22	https://i9digitalmarketing.com/agency/	C:/website%20development%203/i9digitalmarketing.com/agency/index.html	(from https://i9digitalmarketing.com/)
21:17:57	485013/485013	---MCZ	200	added ('OK')	text/html	etag:%2233401-1736869673;gz%22	https://i9digitalmarketing.com/work/	C:/website%20development%203/i9digitalmarketing.com/work/index.html	(from https://i9digitalmarketing.com/)
21:17:57	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:47:55%20GMT	https://i9digitalmarketing.com/POST	C:/website%20development%203/i9digitalmarketing.com/POST	(from https://i9digitalmarketing.com/)
21:17:58	485077/485077	---MCZ	200	added ('OK')	text/html	etag:%2233402-1736869675;gz%22	https://i9digitalmarketing.com/testimonials/	C:/website%20development%203/i9digitalmarketing.com/testimonials/index.html	(from https://i9digitalmarketing.com/)
21:17:58	101289/101289	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762d12a-18bd1%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e1c39fcb99e60a022f9412469a000c3d-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e1c39fcb99e60a022f9412469a000c3d-nitro.js	(from https://i9digitalmarketing.com/)
21:17:58	23462/23462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-5bce%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-4be5635ebef9e2c8b6506c23aa91345b-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-4be5635ebef9e2c8b6506c23aa91345b-nitro.js	(from https://i9digitalmarketing.com/)
21:17:58	195888/195888	---MCZ	200	added ('OK')	application/javascript	etag:W/%226780183b-2fd58%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-a02b8f772ec8867df532034dc36755e3-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-a02b8f772ec8867df532034dc36755e3-nitro.js	(from https://i9digitalmarketing.com/)
21:17:59	434692/434692	---M-Z	200	added ('OK')	text/html	etag:%2233391-1736869226;gz%22	https://i9digitalmarketing.com/contact/	C:/website%20development%203/i9digitalmarketing.com/contact/index.html	(from https://i9digitalmarketing.com/)
21:17:59	255497/255497	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-3e631%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-357b319054dd58aedac294ca47f109ba-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-357b319054dd58aedac294ca47f109ba-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	25419/25419	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-6373%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-292b3f0c435a8b895541dc02c17d2fc0-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-292b3f0c435a8b895541dc02c17d2fc0-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	135229/135229	---MCZ	200	added ('OK')	application/javascript	etag:W/%22676c404a-21065%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-96e16bfdcaaeb021c0eb7fec02c84b9d-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-96e16bfdcaaeb021c0eb7fec02c84b9d-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	75128/75128	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-125a0%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-ee860a9976344dd01744027a4c33584a-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-ee860a9976344dd01744027a4c33584a-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	534251/534251	---MCZ	200	added ('OK')	application/javascript	etag:W/%22676c404a-82713%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e7bd6432da4988e673575c349bd0e31f-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e7bd6432da4988e673575c349bd0e31f-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	79138/79138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-1354a%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e1a6a6dd80a18cadddb2b89fb3e4bb39-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-e1a6a6dd80a18cadddb2b89fb3e4bb39-nitro.js	(from https://i9digitalmarketing.com/)
21:18:00	42841/42841	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762d12a-a781%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-1722f4e9f73d729e77b7ab9ed2d78fcc-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-1722f4e9f73d729e77b7ab9ed2d78fcc-nitro.js	(from https://i9digitalmarketing.com/)
21:18:01	178940/178940	---MCZ	200	added ('OK')	application/javascript	etag:W/%22676c404a-2bb24%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-5e4df269f07e83370b0324478cfd2718-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-5e4df269f07e83370b0324478cfd2718-nitro.js	(from https://i9digitalmarketing.com/)
21:18:01	762/762	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-322%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-4af05551525f2f25cf4e431fff156f2d-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-4af05551525f2f25cf4e431fff156f2d-nitro.js	(from https://i9digitalmarketing.com/)
21:18:02	22059/22059	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e14cb-5653%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-dd883bcae4cf0ca9f06f1de9c053e37c-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-dd883bcae4cf0ca9f06f1de9c053e37c-nitro.js	(from https://i9digitalmarketing.com/)
21:18:03	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:01%20GMT	https://i9digitalmarketing.com/terms-conditions/e,baseURI	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/e,baseURI	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:03	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:02%20GMT	https://i9digitalmarketing.com/terms-conditions/GET	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/GET	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:03	7658/7658	---M-Z	200	added ('OK')	application/json	etag:%2233403-1736869681;gz%22	https://i9digitalmarketing.com/wp-json/wp/v2/pages/1614	C:/website%20development%203/i9digitalmarketing.com/wp-json/wp/v2/pages/1614.json	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:04	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:02%20GMT	https://i9digitalmarketing.com/terms-conditions/Edge/	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/Edge/index.html	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:04	2070/2070	---M-Z	200	added ('OK')	application/json	etag:%2233404-1736869682;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fterms-conditions%2F	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embeda9df.json	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:03%20GMT	https://i9digitalmarketing.com/?p=1614	C:/website%20development%203/i9digitalmarketing.com/index7c58.html	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:04	2216/2216	---M-Z	200	added ('OK')	text/xml	etag:%2233405-1736869682;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fterms-conditions%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embedf1a3	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:03%20GMT	https://i9digitalmarketing.com/terms-conditions/t	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/t	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:05	88761/88761	---MCZ	200	added ('OK')	text/css	etag:W/%22677cb735-15ad3%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-6d03d932305469ea85e2501e4252236a-stylesheet.css	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-6d03d932305469ea85e2501e4252236a-stylesheet.css	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:06	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:04%20GMT	https://i9digitalmarketing.com/terms-conditions/POST	C:/website%20development%203/i9digitalmarketing.com/terms-conditions/POST	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:06	2976/2976	---MCZ	200	added ('OK')	application/javascript	etag:W/%22676c404a-bc8%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-3d0d11b5db039304d997c4b349ce973e-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-3d0d11b5db039304d997c4b349ce973e-nitro.js	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:07	18748/18748	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267800a0b-4964%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-8adbd3cb8581d46ef55f45fdf6bed87b-nitro.js	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/combinedJs/render-blocking-nitro-min-8adbd3cb8581d46ef55f45fdf6bed87b-nitro.js	(from https://i9digitalmarketing.com/terms-conditions/)
21:18:07	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:05%20GMT	https://i9digitalmarketing.com/agency/e,baseURI	C:/website%20development%203/i9digitalmarketing.com/agency/e,baseURI	(from https://i9digitalmarketing.com/agency/)
21:18:07	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:06%20GMT	https://i9digitalmarketing.com/agency/GET	C:/website%20development%203/i9digitalmarketing.com/agency/GET	(from https://i9digitalmarketing.com/agency/)
21:18:07	1396/1396	---M-Z	200	added ('OK')	application/json	etag:%2233406-1736869685;gz%22	https://i9digitalmarketing.com/wp-json/wp/v2/pages/14	C:/website%20development%203/i9digitalmarketing.com/wp-json/wp/v2/pages/14.json	(from https://i9digitalmarketing.com/agency/)
21:18:08	2002/2002	---M-Z	200	added ('OK')	application/json	etag:%2233407-1736869685;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fagency%2F	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embedf04e.json	(from https://i9digitalmarketing.com/agency/)
21:18:08	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:07%20GMT	https://i9digitalmarketing.com/agency/Edge/	C:/website%20development%203/i9digitalmarketing.com/agency/Edge/index.html	(from https://i9digitalmarketing.com/agency/)
21:18:08	2148/2148	---M-Z	200	added ('OK')	text/xml	etag:%2233408-1736869686;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fagency%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed6fb8	(from https://i9digitalmarketing.com/agency/)
21:18:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:07%20GMT	https://i9digitalmarketing.com/?p=14	C:/website%20development%203/i9digitalmarketing.com/index0b69.html	(from https://i9digitalmarketing.com/agency/)
21:18:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:08%20GMT	https://i9digitalmarketing.com/agency/t	C:/website%20development%203/i9digitalmarketing.com/agency/t	(from https://i9digitalmarketing.com/agency/)
21:18:09	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:08%20GMT	https://i9digitalmarketing.com/agency/POST	C:/website%20development%203/i9digitalmarketing.com/agency/POST	(from https://i9digitalmarketing.com/agency/)
21:18:10	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:09%20GMT	https://i9digitalmarketing.com/work/e,baseURI	C:/website%20development%203/i9digitalmarketing.com/work/e,baseURI	(from https://i9digitalmarketing.com/work/)
21:18:11	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:09%20GMT	https://i9digitalmarketing.com/work/GET	C:/website%20development%203/i9digitalmarketing.com/work/GET	(from https://i9digitalmarketing.com/work/)
21:18:11	1390/1390	---M-Z	200	added ('OK')	application/json	etag:%2233409-1736869689;gz%22	https://i9digitalmarketing.com/wp-json/wp/v2/pages/15	C:/website%20development%203/i9digitalmarketing.com/wp-json/wp/v2/pages/15.json	(from https://i9digitalmarketing.com/work/)
21:18:12	1992/1992	---M-Z	200	added ('OK')	application/json	etag:%2233410-1736869689;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fwork%2F	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embedd681.json	(from https://i9digitalmarketing.com/work/)
21:18:12	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:11%20GMT	https://i9digitalmarketing.com/work/Edge/	C:/website%20development%203/i9digitalmarketing.com/work/Edge/index.html	(from https://i9digitalmarketing.com/work/)
21:18:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:11%20GMT	https://i9digitalmarketing.com/?p=15	C:/website%20development%203/i9digitalmarketing.com/indexa1ca.html	(from https://i9digitalmarketing.com/work/)
21:18:13	2138/2138	---M-Z	200	added ('OK')	text/xml	etag:%2233411-1736869690;gz%22	https://i9digitalmarketing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fi9digitalmarketing.com%2Fwork%2F&format=xml	C:/website%20development%203/i9digitalmarketing.com/wp-json/oembed/1.0/embed4828	(from https://i9digitalmarketing.com/work/)
21:18:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2015:48:12%20GMT	https://i9digitalmarketing.com/work/t	C:/website%20development%203/i9digitalmarketing.com/work/t	(from https://i9digitalmarketing.com/work/)
21:18:13	86106/86106	---MCZ	200	added ('OK')	text/css	etag:W/%22677be929-15074%22	https://cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-1887c2646359297a92a17fb75aed139b-stylesheet.css	C:/website%20development%203/cdn-jcbll.nitrocdn.com/PJfOVKhLKkzrQCJDjheoTQlmfsGpFoQa/assets/static/optimized/rev-08e862a/i9digitalmarketing.com/externalFontFace/nitro-min-noimport-1887c2646359297a92a17fb75aed139b-stylesheet.css	(from https://i9digitalmarketing.com/work/)
21:18:14	39518/39518	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2015:48:12%20GMT	https://i9digitalmarketing.com/work/POST	C:/website%20development%203/i9digitalmarketing.com/work/POST	(from https://i9digitalmarketing.com/work/)
